Name,Type,Subtype,Language,en Translation,Category,Subcategory,Pricing Category,Length,Under offer,Offer date,Sold price,Sold date,domainname.tld,createprice,renewprice,transferprice,Registrar,Status,Allocated?
x,Premium,"Reserved,Make offer",en,,Generic,Single Letter,1,1,,,,,x.eco,,50,50,,,
y,Premium,"Reserved,Make offer",en,,Generic,Single Letter,1,1,,,,,y.eco,,50,50,,,
yes,Premium,Make offer,en,,Combinations,Three Character,1,3,,,,,yes.eco,,50,50,,,
you,Premium,Make offer,en,,Generic,Pronoun,1,3,,,,,you.eco,,50,50,,,
z,Premium,"Reserved,Make offer",en,,Generic,Single Letter,1,1,,,,,z.eco,,50,50,,,
tshirt,Premium,Make offer,en,,,,1,6,,,,,tshirt.eco,,50,50,,,
superfood,Premium,Make offer,en,,Grocery,Food,1,9,,,,,superfood.eco,,50,50,,,
marijuana,Premium,Make offer,en,,,,1,9,,,,,marijuana.eco,,50,50,,,
beer,Premium,Make offer,en,,,,1,4,,,,,beer.eco,,50,50,,,
espresso,Premium,Make offer,en,,,,1,8,,,,,espresso.eco,,50,50,,,
gmbh,Premium,Make offer,de,,,,1,4,,,,,gmbh.eco,,50,50,,,
inc,Premium,Make offer,en,,,,1,3,,,,,inc.eco,,50,50,,,
veg,Premium,Make offer,en,,Grocery,Food,1,3,,,,,veg.eco,,50,50,,,
waste,Premium,Make offer,en,,,,1,5,,,,,waste.eco,,50,50,,,
weed,Premium,Make offer,en,,,,1,4,,,,,weed.eco,,50,50,,,
hero,Premium,Make offer,en,,,,1,4,,,,,hero.eco,,50,50,,,
africa,Premium,"Make offer,Future grant",en,,,,1,6,,,,,africa.eco,,50,50,,,
amazon,Premium,"Make offer,Future grant",en,,,,1,6,,,,,amazon.eco,,50,50,,,
artist,Premium,"Make offer,Future grant",en,,,,1,6,,,,,artist.eco,,50,50,,,
bears,Premium,"Make offer,Future grant",en,,,,1,5,,,,,bears.eco,,50,50,,,
breakthrough,Premium,"Make offer,Future grant",en,,,,1,12,,,,,breakthrough.eco,,50,50,,,
brook,Premium,"Make offer,Future grant",en,,,,1,5,,,,,brook.eco,,50,50,,,
bug,Premium,"Make offer,Future grant",en,,,,1,3,,,,,bug.eco,,50,50,,,
church,Premium,"Make offer,Future grant",en,,,,1,6,,,,,church.eco,,50,50,,,
climateneutral,Premium,"Make offer,Future grant",en,,,,1,14,,,,,climateneutral.eco,,50,50,,,
conserve,Premium,"Make offer,Future grant",en,,,,1,8,,,,,conserve.eco,,50,50,,,
cow,Premium,"Make offer,Future grant",en,,,,1,3,,,,,cow.eco,,50,50,,,
dark,Premium,"Make offer,Future grant",en,,,,1,4,,,,,dark.eco,,50,50,,,
deep,Premium,"Make offer,Future grant",en,,,,1,4,,,,,deep.eco,,50,50,,,
deepsea,Premium,"Make offer,Future grant",en,,,,1,7,,,,,deepsea.eco,,50,50,,,
defend,Premium,"Make offer,Future grant",en,,,,1,6,,,,,defend.eco,,50,50,,,
defender,Premium,"Make offer,Future grant",en,,,,1,8,,,,,defender.eco,,50,50,,,
divest,Premium,"Make offer,Future grant",en,,,,1,6,,,,,divest.eco,,50,50,,,
diving,Premium,"Make offer,Future grant",en,,,,1,6,,,,,diving.eco,,50,50,,,
donation,Premium,"Make offer,Future grant",en,,,,1,8,,,,,donation.eco,,50,50,,,
ducks,Premium,"Make offer,Future grant",en,,,,1,5,,,,,ducks.eco,,50,50,,,
eagles,Premium,"Make offer,Future grant",en,,,,1,6,,,,,eagles.eco,,50,50,,,
endangered,Premium,"Make offer,Future grant",en,,,,1,10,,,,,endangered.eco,,50,50,,,
equality,Premium,"Make offer,Future grant",en,,,,1,8,,,,,equality.eco,,50,50,,,
equitable,Premium,"Make offer,Future grant",en,,,,1,9,,,,,equitable.eco,,50,50,,,
ethical,Premium,"Make offer,Future grant",en,,,,1,7,,,,,ethical.eco,,50,50,,,
fakenews,Premium,"Make offer,Future grant",en,,,,1,8,,,,,fakenews.eco,,50,50,,,
forests,Premium,"Make offer,Future grant",en,,,,1,7,,,,,forests.eco,,50,50,,,
gaia,Premium,"Make offer,Future grant",en,,,,1,4,,,,,gaia.eco,,50,50,,,
giving,Premium,"Make offer,Future grant",en,,,,1,6,,,,,giving.eco,,50,50,,,
givingtuesday,Premium,"Make offer,Future grant",en,,,,1,13,,,,,givingtuesday.eco,,50,50,,,
grassroots,Premium,"Make offer,Future grant",en,,,,1,10,,,,,grassroots.eco,,50,50,,,
grizzlies,Premium,"Make offer,Future grant",en,,,,1,9,,,,,grizzlies.eco,,50,50,,,
hawks,Premium,"Make offer,Future grant",en,,,,1,5,,,,,hawks.eco,,50,50,,,
highseas,Premium,"Make offer,Future grant",en,,,,1,8,,,,,highseas.eco,,50,50,,,
hill,Premium,"Make offer,Future grant",en,,,,1,4,,,,,hill.eco,,50,50,,,
horticulture,Premium,"Make offer,Future grant",en,,,,1,12,,,,,horticulture.eco,,50,50,,,
hour,Premium,"Make offer,Future grant",en,,,,1,4,,,,,hour.eco,,50,50,,,
humanrights,Premium,"Make offer,Future grant",en,,,,1,11,,,,,humanrights.eco,,50,50,,,
marinescience,Premium,"Make offer,Future grant",en,,,,1,13,,,,,marinescience.eco,,50,50,,,
mars,Premium,"Make offer,Future grant",en,,,,1,4,,,,,mars.eco,,50,50,,,
meatless,Premium,"Make offer,Future grant",en,,,,1,8,,,,,meatless.eco,,50,50,,,
momentum,Premium,"Make offer,Future grant",en,,,,1,8,,,,,momentum.eco,,50,50,,,
money,Premium,"Make offer,Future grant",en,,,,1,5,,,,,money.eco,,50,50,,,
mosque,Premium,"Make offer,Future grant",en,,,,1,6,,,,,mosque.eco,,50,50,,,
neutral,Premium,"Make offer,Future grant",en,,,,1,7,,,,,neutral.eco,,50,50,,,
northamerica,Premium,"Make offer,Future grant",en,,,,1,12,,,,,northamerica.eco,,50,50,,,
occupy,Premium,"Make offer,Future grant",en,,,,1,6,,,,,occupy.eco,,50,50,,,
oilsands,Premium,"Make offer,Future grant",en,,,,1,8,,,,,oilsands.eco,,50,50,,,
orca,Premium,"Make offer,Future grant",en,,,,1,4,,,,,orca.eco,,50,50,,,
palm,Premium,"Make offer,Future grant",en,,,,1,4,,,,,palm.eco,,50,50,,,
peat,Premium,"Make offer,Future grant",en,,,,1,4,,,,,peat.eco,,50,50,,,
photography,Premium,"Make offer,Future grant",en,,,,1,11,,,,,photography.eco,,50,50,,,
progress,Premium,"Make offer,Future grant",en,,,,1,8,,,,,progress.eco,,50,50,,,
protected,Premium,"Make offer,Future grant",en,,,,1,9,,,,,protected.eco,,50,50,,,
raptors,Premium,"Make offer,Future grant",en,,,,1,7,,,,,raptors.eco,,50,50,,,
reefs,Premium,"Make offer,Future grant",en,,,,1,5,,,,,reefs.eco,,50,50,,,
renewables,Premium,"Make offer,Future grant",en,,,,1,10,,,,,renewables.eco,,50,50,,,
retreat,Premium,"Make offer,Future grant",en,,,,1,7,,,,,retreat.eco,,50,50,,,
sand,Premium,"Make offer,Future grant",en,,,,1,4,,,,,sand.eco,,50,50,,,
scuba,Premium,"Make offer,Future grant",en,,,,1,5,,,,,scuba.eco,,50,50,,,
seaturtule,Premium,"Make offer,Future grant",en,,,,1,10,,,,,seaturtule.eco,,50,50,,,
shoreline,Premium,"Make offer,Future grant",en,,,,1,9,,,,,shoreline.eco,,50,50,,,
slow,Premium,"Make offer,Future grant",en,,,,1,4,,,,,slow.eco,,50,50,,,
stingray,Premium,"Make offer,Future grant",en,,,,1,8,,,,,stingray.eco,,50,50,,,
surf,Premium,"Make offer,Future grant",en,,,,1,4,,,,,surf.eco,,50,50,,,
swamp,Premium,"Make offer,Future grant",en,,,,1,5,,,,,swamp.eco,,50,50,,,
teach,Premium,"Make offer,Future grant",en,,,,1,5,,,,,teach.eco,,50,50,,,
temple,Premium,"Make offer,Future grant",en,,,,1,6,,,,,temple.eco,,50,50,,,
wake,Premium,"Make offer,Future grant",en,,,,1,4,,,,,wake.eco,,50,50,,,
waterfall,Premium,"Make offer,Future grant",en,,,,1,9,,,,,waterfall.eco,,50,50,,,
wave,Premium,"Make offer,Future grant",en,,,,1,4,,,,,wave.eco,,50,50,,,
whales,Premium,"Make offer,Future grant",en,,,,1,6,,,,,whales.eco,,50,50,,,
wide,Premium,"Make offer,Future grant",en,,,,1,4,,,,,wide.eco,,50,50,,,
wild,Premium,"Make offer,Future grant",en,,,,1,4,,,,,wild.eco,,50,50,,,
wlderness,Premium,"Future grant,Make offer",en,,,,1,9,,,,,wlderness.eco,,50,50,,,
woke,Premium,"Future grant,Make offer",en,,,,1,4,,,,,woke.eco,,50,50,,,
sex,Premium,Make offer,,,,Adult,1,3,,,,,sex.eco,,50,50,,,
trump,Premium,Make offer,en,,,,1,5,,,,,trump.eco,,50,50,,,
wealth,Premium,Make offer,en,,,,1,6,,,,,wealth.eco,,50,50,,,
altfacts,Premium,Make offer,,,,,1,8,,,,,altfacts.eco,,50,50,,,
cement,Premium,Make offer,,,,,1,6,,,,,cement.eco,,50,50,,,
award,Premium,Make offer,,,,,1,5,,,,,award.eco,,50,50,,,
awards,Premium,Make offer,,,,,1,6,,,,,awards.eco,,50,50,,,
sustainabledevelopment,Premium,"Make offer,Future grant",,,,,1,22,,,,,sustainabledevelopment.eco,,50,50,,,
climatedenier,Premium,Make offer,,,,,1,13,,,,,climatedenier.eco,,50,50,,,
climatedenial,Premium,Make offer,,,,,1,13,,,,,climatedenial.eco,,50,50,,,
thc,Premium,Make offer,,,,,1,3,,,,,thc.eco,,50,50,,,
medicalmarijuana,Premium,Make offer,,,,,1,16,,,,,medicalmarijuana.eco,,50,50,,,
extractives,Premium,"Make offer,Future grant",,,,,1,11,,,,,extractives.eco,,50,50,,,
tobacco,Premium,"Make offer,Future grant",,,,,1,7,,,,,tobacco.eco,,50,50,,,
fairhiring,Premium,"Make offer,Future grant",,,,,0,10,,,,,fairhiring.eco,50,50,50,,,
labor,Premium,"Make offer,Future grant",,,,,1,5,,,,,labor.eco,,50,50,,,
labour,Premium,"Make offer,Future grant",,,,,1,6,,,,,labour.eco,,50,50,,,
sri,Premium,"Make offer,Future grant",,,,,0,3,,,,,sri.eco,50,50,50,,,
enviro,Premium,"Future grant,Make offer",,,,,0,6,,,,,enviro.eco,50,50,50,,,
hfc,Premium,"Make offer,Future grant",,,,,1,3,,,,,hfc.eco,,50,50,,,
epd,Premium,"Make offer,Future grant",,,,,1,3,,,,,epd.eco,,50,50,,,
directory,Premium,Make offer,,,,,1,9,,,,,directory.eco,,50,50,,,
csr,Premium,Make offer,,,,,1,3,,,,,csr.eco,,50,50,,,
carboncapture,Premium,Make offer,,,,,1,13,,,,,carboncapture.eco,,50,50,,,
ccs,Premium,Make offer,,,,,1,3,,,,,ccs.eco,,50,50,,,
